slang,formal,In-dictionary,context,category1,category2,category3
mupeng,muka pengin,0,Romantis bangeet siiihhh miaw @mia_fitcoach #mupeng #baper #melting,akronim,0,0
baper,bawa perasaan,0,Romantis bangeet siiihhh miaw @mia_fitcoach #mupeng #baper #melting,akronim,0,0
trus,terus,1,Nah trus giliran kita kapan mbak @nurulyks_fitcoach ?,zeroisasi,0,0
gini,begini,1,Mau gini mas @zulfahriansyahharahap290614,abreviasi,0,0
gitu,begitu,1,Hehe yauda nanti mas buat gitu @likamalika_n,abreviasi,0,0
caya,percaya,1,Tak caya kali:p @likamalika_n,abreviasi,0,0
pingin,pengin,1,Pingin @imam_m_hidayat kpn km peka,modifikasi vokal,0,0
kpn,kapan,1,Pingin @imam_m_hidayat kpn km peka,abreviasi,0,0
km,kamu,1,Pingin @imam_m_hidayat kpn km peka,abreviasi,0,0
mna,mana,1,Mna bukanya @imam_m_hidayat alenzka ny d buang geleuh,abreviasi,0,0
ny,nya,1,Mna bukanya @imam_m_hidayat alenzka ny d buang geleuh,abreviasi,0,0
d,di,1,Mna bukanya @imam_m_hidayat alenzka ny d buang geleuh,abreviasi,0,0
yg,yang,1,Sumpah ini malah suaminya yg romantis bgt @_kikiyzakiah,abreviasi,0,0
bgt,banget,1,Sumpah ini malah suaminya yg romantis bgt @_kikiyzakiah,abreviasi,0,0
yg,yang,1,Mau ikut PO suami yg kek gini gak? @intansmalawati,abreviasi,0,0
kek,kayak,1,Mau ikut PO suami yg kek gini gak? @intansmalawati,abreviasi,modifikasi vokal,0
gini,begini,1,Mau ikut PO suami yg kek gini gak? @intansmalawati,abreviasi,0,0
gak,enggak,1,Mau ikut PO suami yg kek gini gak? @intansmalawati,zeroisasi,0,0
liat,lihat,1,@anisadece nisss ini liat aduHhhhhhhhh,zeroisasi,0,0
aduhhhhhhhhh,aduh,1,@anisadece nisss ini liat aduHhhhhhhhh,elongasi,0,0
bangettt,banget,1,Bangettt @iliviav aahaha,elongasi,0,0
buseett,buset,1,@alesyhrx buseett,elongasi,0,0
gitu,begitu,1,@arsy_r kapan gitu mblo?,abreviasi,0,0
mblo,jomblo,1,@arsy_r kapan gitu mblo?,abreviasi,0,0
nyari,mencari,1,@michellee_ren nyari yg model bgini dimana ya?,afiksasi,0,0
yg,yang,1,@michellee_ren nyari yg model bgini dimana ya?,abreviasi,0,0
bgini,begini,1,@michellee_ren nyari yg model bgini dimana ya?,abreviasi,0,0
km,kamu,1,Kapan km bikin caption kek gini buat aku ?? @reinazhafez,abreviasi,0,0
kek,kayak,1,Kapan km bikin caption kek gini buat aku ?? @reinazhafez,abreviasi,modifikasi vokal,0
gini,begini,1,Kapan km bikin caption kek gini buat aku ?? @reinazhafez,abreviasi,0,0
gini,begini,1,?? kapan para pria cuek ini bisa jadi kaya gini @xx.cyn0607ssie,abreviasi,0,0
bkin,bikin,1,captionnya bkin meleleh ?,abreviasi,0,0
ga,enggak,1,Mereka mirip . Lah aku ga ada mirip sama keluarga @fitriramadhani_95,abreviasi,zeroisasi,0
bgt,banget,1,@vienesayn mirip bgt yaa..,abreviasi,0,0
yaa,ya,1,@vienesayn mirip bgt yaa..,elongasi,0,0
males,malas,1,Haha tuhanya males :D @novaluiz,modifikasi vokal,0,0
njir,anjir,1,"@ocirstaa @yikprl njir 99,8%",zeroisasi,0,0
lucuuu,lucu,1,caption'e lucuuu ?hhhh,elongasi,0,0
gagahx,gagahnya,0,Sama gagahx,word-value letter,0,0
miriiiip,mirip,1,@shadrinaarfan miriiiip kaliiii??,elongasi,0,0
kaliiii,kali,1,@shadrinaarfan miriiiip kaliiii??,elongasi,0,0
miriiiip,mirip,1,Miriiiip bgt,elongasi,0,0
bgt,banget,1,Miriiiip bgt,abreviasi,0,0
ky,kaya,1,"Wajahnya sama ky daddy, tapi hati copy paste bunda maia ya, dul. ? @duljaelani",abreviasi,0,0
wahh,wah,1,Wahh persis bgt yakk ....,elongasi,0,0
bgt,banget,1,Wahh persis bgt yakk ....,abreviasi,0,0
yakk,ya,1,Wahh persis bgt yakk ....,anaptiksis,elongasi,0
ga,enggak,1,Cloningan. Mudah-mudah ga niru tingkah bpknya ?,abreviasi,zeroisasi,0
niru,meniru,1,Cloningan. Mudah-mudah ga niru tingkah bpknya ?,afiksasi,0,0
bpknya,bapaknya,0,Cloningan. Mudah-mudah ga niru tingkah bpknya ?,abreviasi,0,0
mudah2an,mudah-mudahan,1,Mudah2an kamu lebih baik dari bpkmu,reduplikasi,0,0
bpkmu,bapakmu,0,Mudah2an kamu lebih baik dari bpkmu,abreviasi,0,0
aje,saja,1,Kwkwkw bisa aje,zeroisasi,modifikasi vokal,0
aq,aku,1,Hhhh kekel aq guyu hadeh banget mirip nya dul,abreviasi,homofon,0
sangt,sangat,1,Mirip sangt,abreviasi,0,0
kmn,kemana,0,Ass..ka ica aku mau endorse hub kmn ya,abreviasi,0,0
dgn,dengan,1,Selamat ya Icha...semoga sehat selalu dgn babynya.slm.,abreviasi,0,0
slm,salam,1,Selamat ya Icha...semoga sehat selalu dgn babynya.slm.,abreviasi,0,0
gak,enggak,1,boleh gak adek galau bentar baang~ #jadisedih,zeroisasi,0,0
baang,bang,1,boleh gak adek galau bentar baang~ #jadisedih,elongasi,0,0
gasih,enggak sih,0,@ichyno ini juga gasih???? Wkwkwkwk kasian ya dia,akronim,0,0
kasian,kasihan,1,@ichyno ini juga gasih???? Wkwkwkwk kasian ya dia,zeroisasi,0,0
gak,enggak,1,@inesnugroho gak nes. Miripan tadi. Wkwkwk,zeroisasi,0,0
pake,pakai,1,@lokitadevia anaknya dude pake motercare juga mba,monoftongisasi,0,0
mba,mbak,1,@lokitadevia anaknya dude pake motercare juga mba,zeroisasi,0,0
bgt,banget,1,Cantik bgt icha,abreviasi,0,0
yuu,yuk,1,Borong hijab nya yuu cantik .. yg mau berbisnis gabung ig aqu yuuu,zeroisasi,elongasi,0
yg,yang,1,Borong hijab nya yuu cantik .. yg mau berbisnis gabung ig aqu yuuu,abreviasi,0,0
aqu,aku,1,Borong hijab nya yuu cantik .. yg mau berbisnis gabung ig aqu yuuu,subtitusi,homofon,0
yuuu,yuk,1,Borong hijab nya yuu cantik .. yg mau berbisnis gabung ig aqu yuuu,zeroisasi,elongasi,0
cantiik,cantik,1,"Kak ichaa... Cantiik banget, @ichasoebandono",elongasi,0,0
yukk,yuk,1,Yukk follow @store.zara ada cardigan cocok untuk keseharian anda cuma 55-65rb aja,elongasi,0,0
rb,ribu,1,Yukk follow @store.zara ada cardigan cocok untuk keseharian anda cuma 55-65rb aja,abreviasi,0,0
aja,saja,1,Yukk follow @store.zara ada cardigan cocok untuk keseharian anda cuma 55-65rb aja,zeroisasi,0,0
cantikk,cantik,1,Cantikk and gantengg,elongasi,0,0
gantengg,ganteng,1,Cantikk and gantengg,elongasi,0,0
kt,kita,1,Kapan sinetron x an SB tayang ?@dude2harlino @ichasoebandono kt dah kangen bgt nih ?,abreviasi,0,0
bgt,banget,1,Kapan sinetron x an SB tayang ?@dude2harlino @ichasoebandono kt dah kangen bgt nih ?,abreviasi,0,0
seneng,senang,1,@fujilasmini seneng liat pasangan ini,modifikasi vokal,0,0
liat,lihat,1,@fujilasmini seneng liat pasangan ini,zeroisasi,0,0
samaa,sama,1,Samaa...eike juga seneng liatnya..ngademin @ellieawaliawati,elongasi,0,0
seneng,senang,1,Samaa...eike juga seneng liatnya..ngademin @ellieawaliawati,modifikasi vokal,0,0
liatnya,lihatnya,0,Samaa...eike juga seneng liatnya..ngademin @ellieawaliawati,zeroisasi,0,0
ngademin,mengademkan,0,Samaa...eike juga seneng liatnya..ngademin @ellieawaliawati,afiksasi,0,0
aahh,ah,1,Aahh. . . Ngiri banget. .,elongasi,0,0
ngiri,mengiri,1,Aahh. . . Ngiri banget. .,afiksasi,0,0
pengen,pengin,1,Pengen foto kayak gini @taufikhidayatt,modifikasi vokal,0,0
gini,begini,1,Pengen foto kayak gini @taufikhidayatt,abreviasi,0,0
kakkk,kak,1,Kakkk ayuk hidup sehat yukk saya tau caranya aku tunggu ya kakk makasi looo LINE: nisaardi PIN BB: 7FAC6630,elongasi,0,0
ayuk,ayo,1,Kakkk ayuk hidup sehat yukk saya tau caranya aku tunggu ya kakk makasi looo LINE: nisaardi PIN BB: 7FAC6630,modifikasi vokal,anaptiksis,0
yukk,yuk,1,Kakkk ayuk hidup sehat yukk saya tau caranya aku tunggu ya kakk makasi looo LINE: nisaardi PIN BB: 7FAC6630,elongasi,0,0
kakk,kak,1,Kakkk ayuk hidup sehat yukk saya tau caranya aku tunggu ya kakk makasi looo LINE: nisaardi PIN BB: 7FAC6630,elongasi,0,0
makasi,terima kasih,1,Kakkk ayuk hidup sehat yukk saya tau caranya aku tunggu ya kakk makasi looo LINE: nisaardi PIN BB: 7FAC6630,akronim,0,0
looo,loh,1,Kakkk ayuk hidup sehat yukk saya tau caranya aku tunggu ya kakk makasi looo LINE: nisaardi PIN BB: 7FAC6630,elongasi,zeroisasi,0
gak,enggak,1,".
Mau penampilan kece tapi gak pake mahal??
Ayo mari Follow @ayingshop..
Semua ada disini tuk keperluan Fashion,tas & Sepatu..",zeroisasi,0,0
pake,pakai,1,".
Mau penampilan kece tapi gak pake mahal??
Ayo mari Follow @ayingshop..
Semua ada disini tuk keperluan Fashion,tas & Sepatu..",monoftongisasi,0,0
utk,untuk,1,"Cari kado ultah, anniv,  dll utk orang yg disayang yg anti mainstream? tapi lagi bokek?:( Cek ig kami yuk jual DOODLE ART FULL CUSTOM TERMURAH SEJAGAD RAYA :) cek dulu aja ka, dijamin ga nyesel^^",abreviasi,0,0
yg,yang,1,"Cari kado ultah, anniv,  dll utk orang yg disayang yg anti mainstream? tapi lagi bokek?:( Cek ig kami yuk jual DOODLE ART FULL CUSTOM TERMURAH SEJAGAD RAYA :) cek dulu aja ka, dijamin ga nyesel^^",abreviasi,0,0
yg,yang,1,"Cari kado ultah, anniv,  dll utk orang yg disayang yg anti mainstream? tapi lagi bokek?:( Cek ig kami yuk jual DOODLE ART FULL CUSTOM TERMURAH SEJAGAD RAYA :) cek dulu aja ka, dijamin ga nyesel^^",abreviasi,0,0
ga,enggak,1,"Cari kado ultah, anniv,  dll utk orang yg disayang yg anti mainstream? tapi lagi bokek?:( Cek ig kami yuk jual DOODLE ART FULL CUSTOM TERMURAH SEJAGAD RAYA :) cek dulu aja ka, dijamin ga nyesel^^",abreviasi,zeroisasi,0
nyesel,menyesal,1,"Cari kado ultah, anniv,  dll utk orang yg disayang yg anti mainstream? tapi lagi bokek?:( Cek ig kami yuk jual DOODLE ART FULL CUSTOM TERMURAH SEJAGAD RAYA :) cek dulu aja ka, dijamin ga nyesel^^",afiksasi,0,0
uda,sudah,1,"Kaya @je_jjee  kalo uda makan,, hahah @aigaptry @refirendra @sijimet",zeroisasi,0,0
keluarin,keluarkan,0,Keluarin m4,afiksasi,0,0
yokk,yuk,1,cha begini yokk @carissa_i,modifikasi vokal,elongasi,0
ayoook,ayo,1,ayoook @helenamithya,elongasi,anaptiksis,0
gini,begini,1,Ca kaya gini ahaha @cacassb,abreviasi,0,0
gils,gila,1,KEREN GILS,abreviasi,anaptiksis,0
kek,kayak,1,Beli dulu @calvinklein nya baru foto kek gini @vanessadjobul,abreviasi,modifikasi vokal,0
aja,saja,1,Mong minta aja ono ama tembok @zacky_dwyanda,zeroisasi,0,0
ono,sono,1,Mong minta aja ono ama tembok @zacky_dwyanda,abreviasi,0,0
ama,sama,1,Mong minta aja ono ama tembok @zacky_dwyanda,zeroisasi,0,0
pke,pakai,1,kapan kita foto kayak begini kak? pke calvin klein @zalinnnn_ ???,abreviasi,monoftongisasi,0
kpn,kapan,1,@mncnct kpn mon kek gni wkwk,abreviasi,0,0
kek,kayak,1,@mncnct kpn mon kek gni wkwk,abreviasi,modifikasi vokal,0
gni,begini,1,@mncnct kpn mon kek gni wkwk,abreviasi,0,0
nggak,enggak,1,Ah nggak artsy wkwk @missawanda,zeroisasi,0,0
trs,terus,1,"Gua ss gua print ah fotonya 10R trs tempel di kamar tulisannya ""C'MON GIRL U'R BODY CAN BE LIKE THEM"" WKWKWKWK @niluhpinkan",abreviasi,0,0
trus,terus,1,@vionyjesycaa ayo sis kurus trus foto sama aku kayak gini????,zeroisasi,0,0
gini,begini,1,@vionyjesycaa ayo sis kurus trus foto sama aku kayak gini????,abreviasi,0,0
weeeh,wih,1,Weeeh @awna.fitr bagiin tips suksea jadi selebgram loh! Mau? Yuk join!,modifikasi vokal,elongasi,0
bagiin,membagikan,1,Weeeh @awna.fitr bagiin tips suksea jadi selebgram loh! Mau? Yuk join!,afiksasi,0,0
suksea,sukses,1,Weeeh @awna.fitr bagiin tips suksea jadi selebgram loh! Mau? Yuk join!,salah ketik,0,0
kaa,kak,1,@melia442 kaa,zeroisasi,elongasi,0
temenan,berteman,1,Kenapa bisa temenan sama seungri ka wk wk,afiksasi,0,0
yah,ya,1,Kok bisa yah ...??,anaptiksis,0,0
temenan,berteman,1,Temenan ....?,afiksasi,0,0
bsa,bisa,1,Kok bsa sehh? Deket bgt ? Temen dekt? Ihh sumpah envy bgtt ????,abreviasi,0,0
sehh,sih,1,Kok bsa sehh? Deket bgt ? Temen dekt? Ihh sumpah envy bgtt ????,modifikasi vokal,elongasi,0
deket,dekat,1,Kok bsa sehh? Deket bgt ? Temen dekt? Ihh sumpah envy bgtt ????,modifikasi vokal,0,0
bgt,banget,1,Kok bsa sehh? Deket bgt ? Temen dekt? Ihh sumpah envy bgtt ????,abreviasi,0,0
temen,teman,1,Kok bsa sehh? Deket bgt ? Temen dekt? Ihh sumpah envy bgtt ????,modifikasi vokal,0,0
dekt,dekat,1,Kok bsa sehh? Deket bgt ? Temen dekt? Ihh sumpah envy bgtt ????,abreviasi,0,0
ihh,ih,1,Kok bsa sehh? Deket bgt ? Temen dekt? Ihh sumpah envy bgtt ????,elongasi,0,0
bgtt,banget,1,Kok bsa sehh? Deket bgt ? Temen dekt? Ihh sumpah envy bgtt ????,abreviasi,elongasi,0
genggg,geng,1,@oliviachyn @dinmuth @helvaindriani seungriii genggg,elongasi,0,0
bsok,besok,1,@lalecindynp_ bsok kita sama jinyoung gtu,abreviasi,0,0
gtu,begitu,1,@lalecindynp_ bsok kita sama jinyoung gtu,abreviasi,0,0
yawloh,ya allah,0,"Ya ampun, itu kenapa yawloh",subtitusi,0,0
gimana,bagaimana,1,"@ralineshah kak , seungri oppa gimana orangnya asik gak , baik gak . Hehe",abreviasi,0,0
gak,enggak,1,"@ralineshah kak , seungri oppa gimana orangnya asik gak , baik gak . Hehe",zeroisasi,0,0
gak,enggak,1,"@ralineshah kak , seungri oppa gimana orangnya asik gak , baik gak . Hehe",zeroisasi,0,0
gini,begini,1,gue kapan gini sama chanyeol we? dan lo kapan gini sama mingyu we? @vnkngl_27 dan lo kapan balikan sama hans we? @indriani.merry,abreviasi,0,0
njirr,anjir,1,Njirr,zeroisasi,elongasi,0
bhnya,bahannya,0,@efendinurulhuda  plen bhnya,abreviasi,0,0
km,kamu,1,Anjay km stalk -.- @trianitadillacarolinna,abreviasi,0,0
dlu,dulu,1,@efendinurulhuda  wkwkkw dlu Aku rjun stkl ini a,abreviasi,0,0
anjirrrr,anjir,1,Anjirrrr,elongasi,0,0
cucokkk,cocok,1,Cucokkk @hartsahanif,modifikasi vokal,elongasi,0
loo,loh,1,Yey ulang tahun kak marcel sama kayak aku loo ???? @marcelchandra @mischach,abreviasi,elongasi,0
samaaaa,sama,1,Ultahnya samaaaa kak marcellll sama aku happy birthday to you wakakaka gak nyangka???,elongasi,0,0
gak,enggak,1,Ultahnya samaaaa kak marcellll sama aku happy birthday to you wakakaka gak nyangka???,zeroisasi,0,0
nyangka,menyangka,1,Ultahnya samaaaa kak marcellll sama aku happy birthday to you wakakaka gak nyangka???,afiksasi,0,0
dlm,dalam,1,"Happy birthday kak, semoga bahagia selalu dan segera married. Tuhan memberkati semua aspek dlm kehidupanmu. ??",abreviasi,0,0
yaaa,ya,1,Happy birthday kak.. Long life and healthy always yaaa kak.. God bless you,elongasi,0,0
abanggku,abangku,0,Happy birthday abanggku sayanggg @marcelchandra,elongasi,0,0
sayanggg,sayang,1,Happy birthday abanggku sayanggg @marcelchandra,elongasi,0,0
lagii,lagi,1,Bigsize dan murah lagii dsni ajaa ??? @niara02,elongasi,0,0
dsni,disini,0,Bigsize dan murah lagii dsni ajaa ??? @niara02,abreviasi,0,0
ajaa,saja,1,Bigsize dan murah lagii dsni ajaa ??? @niara02,zeroisasi,elongasi,0
silahkan,silakan,0,"Pusat Tas & Jam Branded Harga Mahasiswa, silahkan mampir.",zeroisasi,0,0
ciieeeeeee,cie,0,Ciieeeeeee? HBD my sweatheart ?? @marcelchandra,elongasi,0,0
kokohh,engkoh,1,"Hepi bday kokohh,,;)",abreviasi,elongasi,0
cieeeee,cie,0,Cieeeee... Kuenya @marcelchandra  sukaaa... Pdhal dah takuttt tuh.. Hahahahaaa @deasypriscilla ???,elongasi,0,0
sukaaa,suka,1,Cieeeee... Kuenya @marcelchandra  sukaaa... Pdhal dah takuttt tuh.. Hahahahaaa @deasypriscilla ???,elongasi,0,0
pdhal,padahal,1,Cieeeee... Kuenya @marcelchandra  sukaaa... Pdhal dah takuttt tuh.. Hahahahaaa @deasypriscilla ???,abreviasi,0,0
takuttt,takut,1,Cieeeee... Kuenya @marcelchandra  sukaaa... Pdhal dah takuttt tuh.. Hahahahaaa @deasypriscilla ???,elongasi,0,0
yuks,yuk,1,"Mampir yuks ke olshop baru ku :) BAJU WANITA DRESS , SKIRT , SWEATER , SHIRT , ETC PRICE BEGIN FROM 30K @CULLUNCOLLECTION",anaptiksis,0,0
yah,ya,1,"Kak follback yah ,aku yng kmrn di pontianak yang sama bg rafly di mercure kmrn @marcelchandra",anaptiksis,0,0
yng,yang,1,"Kak follback yah ,aku yng kmrn di pontianak yang sama bg rafly di mercure kmrn @marcelchandra",abreviasi,0,0
kmrn,kemarin,1,"Kak follback yah ,aku yng kmrn di pontianak yang sama bg rafly di mercure kmrn @marcelchandra",abreviasi,0,0
bg,bang,1,"Kak follback yah ,aku yng kmrn di pontianak yang sama bg rafly di mercure kmrn @marcelchandra",abreviasi,0,0
kmrn,kemarin,1,"Kak follback yah ,aku yng kmrn di pontianak yang sama bg rafly di mercure kmrn @marcelchandra",abreviasi,0,0
bg,bang,1,"Yang kata bg rafly aku pnjual tiket terbanyak , plisee follback yh kak @marcelchandra",abreviasi,0,0
pnjual,penjual,1,"Yang kata bg rafly aku pnjual tiket terbanyak , plisee follback yh kak @marcelchandra",abreviasi,0,0
yh,ya,1,"Yang kata bg rafly aku pnjual tiket terbanyak , plisee follback yh kak @marcelchandra",abreviasi,anaptiksis,0
gak,enggak,1,@dhexanggit emm gak mirip sama pacarmu,zeroisasi,0,0
ahhh,ah,1,Ahhh mirip dong sma abii @niiol14 @herdianivaan,elongasi,0,0
sma,sama,1,Ahhh mirip dong sma abii @niiol14 @herdianivaan,abreviasi,0,0
ga,enggak,1,"Kami menjual bantal foto printing full color dan ga gampang luntur, ada GKM, bando TV/kipas , tas foto..",abreviasi,zeroisasi,0
dung,dong,1,ka marcel maen dung kegaruda martial arts mampir latian ajak ka catty dll oke @marcelchandra happy bday u all the best,modifikasi vokal,0,0
latian,latihan,1,ka marcel maen dung kegaruda martial arts mampir latian ajak ka catty dll oke @marcelchandra happy bday u all the best,zeroisasi,0,0
yaaaa,ya,1,"Kak marcel happy birthday yaaaa! Berharap bgt commentnya dibales, apalagi ampe ketemu lgsg. Aaaaaaakkk mauuuu:'(",elongasi,0,0
bgt,banget,1,"Kak marcel happy birthday yaaaa! Berharap bgt commentnya dibales, apalagi ampe ketemu lgsg. Aaaaaaakkk mauuuu:'(",abreviasi,0,0
ampe,sampai,1,"Kak marcel happy birthday yaaaa! Berharap bgt commentnya dibales, apalagi ampe ketemu lgsg. Aaaaaaakkk mauuuu:'(",zeroisasi,monoftongisasi,0
lgsg,langsung,1,"Kak marcel happy birthday yaaaa! Berharap bgt commentnya dibales, apalagi ampe ketemu lgsg. Aaaaaaakkk mauuuu:'(",abreviasi,0,0
aaaaaaakkk,ah,1,"Kak marcel happy birthday yaaaa! Berharap bgt commentnya dibales, apalagi ampe ketemu lgsg. Aaaaaaakkk mauuuu:'(",elongasi,subtitusi,0
mauuuu,mau,1,"Kak marcel happy birthday yaaaa! Berharap bgt commentnya dibales, apalagi ampe ketemu lgsg. Aaaaaaakkk mauuuu:'(",elongasi,0,0
yg,yang,1,Happy birthday kakak ganteng dengan kembarannya yg ganteng ya ga ketinggalan. Sukses terus ya kak. Soga bisa jumpa sama kalian berdua kak @mischach @marcelchandra Tuhan memberkati?????,abreviasi,0,0
ga,enggak,1,Happy birthday kakak ganteng dengan kembarannya yg ganteng ya ga ketinggalan. Sukses terus ya kak. Soga bisa jumpa sama kalian berdua kak @mischach @marcelchandra Tuhan memberkati?????,abreviasi,zeroisasi,0
soga,moga,1,Happy birthday kakak ganteng dengan kembarannya yg ganteng ya ga ketinggalan. Sukses terus ya kak. Soga bisa jumpa sama kalian berdua kak @mischach @marcelchandra Tuhan memberkati?????,salah ketik,0,0
kmu,kamu,1,@yukikt :yuki nama snapchat kmu apa,abreviasi,0,0
gak,enggak,1,Kak kok aku check efeknya gak ada yg kayak gitu Kak?,zeroisasi,0,0
yg,yang,1,Kak kok aku check efeknya gak ada yg kayak gitu Kak?,abreviasi,0,0
gitu,begitu,1,Kak kok aku check efeknya gak ada yg kayak gitu Kak?,abreviasi,0,0
kngen,kangen,1,Lucu kak @yukikt  kngen pngen lihat tteh main sintron  lagi,abreviasi,0,0
pngen,pengin,1,Lucu kak @yukikt  kngen pngen lihat tteh main sintron  lagi,abreviasi,modifikasi vokal,0
tteh,teteh,1,Lucu kak @yukikt  kngen pngen lihat tteh main sintron  lagi,abreviasi,0,0
sintron,sinetron,1,Lucu kak @yukikt  kngen pngen lihat tteh main sintron  lagi,abreviasi,0,0
pake,pakai,1,Harus pake email dulu kah itu @abigaiill_roxx,monoftongisasi,0,0
astagaa,astaga,1,Hahahah lol efek nya gagal astagaa ke waktu itu w bikin ancurrr??,elongasi,0,0
w,gue,1,Hahahah lol efek nya gagal astagaa ke waktu itu w bikin ancurrr??,word-value letter,abreviasi,0
ancurrr,hancur,1,Hahahah lol efek nya gagal astagaa ke waktu itu w bikin ancurrr??,zeroisasi,elongasi,0
ap,apa,1,Nama sc nya ap,abreviasi,0,0
td,tadi,1,@istiqamahpaey td malam kaya begini ???,abreviasi,0,0
iaa,iya,1,@ulanandari iaa wkwkwk ??,subtitusi,elongasi,0
liat,lihat,1,"Lucu, liat ni @danafilmore_",zeroisasi,0,0
